year,dorm,room_number,course,geolocation,grade
2002,500 Memorial Dr , '308',16 1,CA,4
2002,500 Memorial Dr , 322,6 2,CA,4
2002,500 Memorial Dr , 315,6 2,MD,3
2002,500 Memorial Dr , 213,0,NJ,1
2002,500 Memorial Dr , 314,16 1,CA,2
2002,500 Memorial Dr , 574,15,TX,4
2002,500 Memorial Dr , 456,6 3,NY,4
2002,500 Memorial Dr , 220,3 B,CA,2
2002,500 Memorial Dr , 441,0,CA,1
2002,500 Memorial Dr , 326,6 2,IL,4
2002,500 Memorial Dr , 303,0,UT,1
2002,500 Memorial Dr , 513,0,VA,1
2002,500 Memorial Dr , 561,18,,2
2002,500 Memorial Dr , 365,0,NY,1
2002,500 Memorial Dr , 258,7,NJ,2
2002,500 Memorial Dr , 351,0,IL,1
2002,500 Memorial Dr , 423,6 2,CA,3
2002,500 Memorial Dr , 524,15,NY,3
2002,500 Memorial Dr , 260,8,PA,2
2002,500 Memorial Dr , 546,5,MI,4
2002,500 Memorial Dr , 421,0,CA,1
2002,500 Memorial Dr , 332,0,NY,1
2002,500 Memorial Dr , 238,0,NY,1
2002,500 Memorial Dr , 515,0,,1
2002,500 Memorial Dr , 575,0,TX,1
2002,500 Memorial Dr , 518,7,MA,2
2002,500 Memorial Dr , 202,0,NY,1
2002,500 Memorial Dr , 415,2,NC,2
2002,500 Memorial Dr , 538,16 1,CA,2
2002,500 Memorial Dr , 356,4,WA,4
2002,500 Memorial Dr , 554,0,MD,1
2002,500 Memorial Dr , 366,6 1,PA,2
2002,500 Memorial Dr , 336,6 1,MA,3
2002,500 Memorial Dr , 428,15,NY,2
2002,500 Memorial Dr , 401,0,HI,1
2002,500 Memorial Dr , 465,0,MA,1
2002,500 Memorial Dr , 374,18,TX,4
2002,500 Memorial Dr , 453,0,CA,1
2002,500 Memorial Dr , 332,0,NJ,1
2002,500 Memorial Dr , 544,6 1,CA,4
2002,500 Memorial Dr , 535,0,,1
2002,500 Memorial Dr , 432,0,NY,1
2002,500 Memorial Dr , 253,7,OK,2
2002,500 Memorial Dr , 556,6 2,NJ,4
2002,500 Memorial Dr , 246,5,MA,2
2002,500 Memorial Dr , 532,0,,1
2002,500 Memorial Dr , 458,6 2A,,4
2002,500 Memorial Dr , 359,0,NJ,1
2002,500 Memorial Dr , 206,0,MA,1
2002,500 Memorial Dr , 375,0,CA,1
2002,500 Memorial Dr , 413,0,CT,1
2002,500 Memorial Dr , 252,7,PA,2
2002,500 Memorial Dr , 407,6 3,NJ,3
2002,500 Memorial Dr , 366,2,TX,2
2002,500 Memorial Dr , 433,6 3,CA,2
2002,500 Memorial Dr , 201,0,CO,1
2002,500 Memorial Dr , 543,0,CA,1
2002,500 Memorial Dr , 351,0,CA,1
2002,500 Memorial Dr , 224,0,NC,1
2002,500 Memorial Dr , 232,5,OH,2
2002,500 Memorial Dr , 420,6 2,NY,3
2002,500 Memorial Dr , 301,0,,1
2002,500 Memorial Dr , 368,4,FL,3
2002,500 Memorial Dr , 334,6 2A,GA,4
2002,500 Memorial Dr , 468,7,,3
2002,500 Memorial Dr , 239,0,MD,1
2002,500 Memorial Dr , 429,0,PA,1
2002,500 Memorial Dr , 239,0,,1
2002,500 Memorial Dr , 508,6 2,NY,4
2002,500 Memorial Dr , 510,3 B,NJ,3
2002,500 Memorial Dr , 434,16 2,,4
2002,500 Memorial Dr , 576,16 1,SC,4
2002,500 Memorial Dr , 537,0,NM,1
2002,500 Memorial Dr , 257,0,FL,1
2002,500 Memorial Dr , 541,0,TX,1
2002,500 Memorial Dr , 272,6 2,MA,3
2002,500 Memorial Dr , 264,0,NY,1
2002,500 Memorial Dr , 337,8,CA,3
2002,500 Memorial Dr , 501,0,NJ,1
2002,500 Memorial Dr , 409,6 2,NY,2
2002,500 Memorial Dr , 341,0,PR,1
2002,500 Memorial Dr , 463,0,NM,1
2002,500 Memorial Dr , 327,0,NJ,1
2002,500 Memorial Dr , 421,0,ME,1
2002,500 Memorial Dr , 523,6 3,CA,4
2002,500 Memorial Dr , 241,18,,2
2002,500 Memorial Dr , 331,15,CA,3
2002,500 Memorial Dr , 276,15,NJ,4
2002,500 Memorial Dr , 262,7,MA,2
2002,500 Memorial Dr , 427,0,NM,1
2002,500 Memorial Dr , 450,0,NY,1
2002,500 Memorial Dr , 442,1 E,VA,3
2002,500 Memorial Dr , 261,0,VA,1
2002,500 Memorial Dr , 536,0,,1
2002,500 Memorial Dr , 530,0,,1
2002,500 Memorial Dr , 338,9,NY,3
2002,500 Memorial Dr , 330,0,OH,1
2002,500 Memorial Dr , 275,0,CA,1
2002,500 Memorial Dr , 471,15,IL,2
2002,500 Memorial Dr , 454,0,NJ,1
2002,500 Memorial Dr , 462,16 1,AZ,4
2002,500 Memorial Dr , 254,0,CA,1
2002,500 Memorial Dr , 352,0,GA,1
2002,500 Memorial Dr , 403,0,CA,1
2002,500 Memorial Dr , 413,0,OH,1
2002,500 Memorial Dr , 539,0,MO,1
2002,500 Memorial Dr , 528,0,CA,1
2002,500 Memorial Dr , 266,0,NY,1
2002,500 Memorial Dr , 410,7,NY,3
2002,500 Memorial Dr , 516,6 2,,2
2002,500 Memorial Dr , 540,16 1,CT,4
2002,500 Memorial Dr , 444,2 A,MO,4
2002,500 Memorial Dr , 256,7,MA,2
2002,500 Memorial Dr , 430,0,CA,1
2002,500 Memorial Dr , 266,0,NJ,1
2002,500 Memorial Dr , 461,15,AL,3
2002,500 Memorial Dr , 274,6 2,UT,3
2002,500 Memorial Dr , 313,0,VA,1
2002,500 Memorial Dr , 371,0,RI,1
2002,500 Memorial Dr , 439,0,CA,1
2002,500 Memorial Dr , 329,0,NY,1
2002,500 Memorial Dr , 302,0,OR,1
2002,500 Memorial Dr , 529,0,WA,1
2002,500 Memorial Dr , 564,0,MA,1
2002,500 Memorial Dr , 221,0,OR,1
2002,500 Memorial Dr , 414,7,NY,3
2002,500 Memorial Dr , 419,6 2,NJ,3
2002,500 Memorial Dr , 330,0,OK,1
2002,500 Memorial Dr , 507,6 2,FL,4
2002,500 Memorial Dr , 221,0,NJ,1
2002,500 Memorial Dr , 214,7,OK,2
2002,500 Memorial Dr , 301,0,VA,1
2002,500 Memorial Dr , 512,16 1,PA,4
2002,500 Memorial Dr , 514,7,VT,2
2002,500 Memorial Dr , 363,6 2,MA,3
2002,500 Memorial Dr , 320,0,,1
2002,500 Memorial Dr , 554,0,MD,1
2002,500 Memorial Dr , 475,0,CT,1
2002,500 Memorial Dr , 454,0,NJ,1
2002,500 Memorial Dr , 361,6 2,PA,3
2002,500 Memorial Dr , 325,4,TN,3
2002,500 Memorial Dr , 328,18,MA,3
2002,500 Memorial Dr , 268,14,NJ,3
2002,500 Memorial Dr , 263,0,MI,1
2002,500 Memorial Dr , 218,7,OK,2
2002,500 Memorial Dr , 235,0,KS,1
2002,500 Memorial Dr , 311,6 2,CA,2
2002,500 Memorial Dr , 319,7,FL,3
2002,500 Memorial Dr , 357,9,MD,2
2002,500 Memorial Dr , 226,6 2,MA,2
2002,500 Memorial Dr , 474,6 2,CA,4
2002,500 Memorial Dr , 240,2,VA,3
2002,500 Memorial Dr , 539,0,CA,1
2002,500 Memorial Dr , 404,0,IL,1
2002,500 Memorial Dr , 303,0,MN,1
2002,500 Memorial Dr , 571,6 2,OH,2
2002,500 Memorial Dr , 327,0,CA,1
2002,500 Memorial Dr , 521,0,CA,1
2002,500 Memorial Dr , 446,6 1,WA,3
2002,500 Memorial Dr , 475,0,MA,1
2002,500 Memorial Dr , 431,0,CA,1
2002,500 Memorial Dr , 558,0,CA,1
2002,500 Memorial Dr , 439,0,WA,1
2002,500 Memorial Dr , 314,10,IN,2
2002,500 Memorial Dr , 203,0,CA,1
2002,500 Memorial Dr , 422,7,CA,4
2002,500 Memorial Dr , 426,15,,3
2002,500 Memorial Dr , 312,6 3,WI,4
2002,500 Memorial Dr , 443,0,MI,1
2002,500 Memorial Dr , 324,6 3,NY,3
2002,500 Memorial Dr , 403,0,CA,1
2002,500 Memorial Dr , 526,10,MI,4
2002,500 Memorial Dr , 476,7,PA,4
2002,500 Memorial Dr , 323,21W,MA,2
2002,500 Memorial Dr , 457,6 3,MA,4
2002,500 Memorial Dr , 557,0,OH,1
2002,500 Memorial Dr , 566,6 2,CA,2
2002,500 Memorial Dr , 511,10,CA,2
2002,500 Memorial Dr , 350,0,NY,1
2002,500 Memorial Dr , 565,0,NV,1
2002,500 Memorial Dr , 243,0,NJ,1
2002,500 Memorial Dr , 227,0,AK,1
2002,500 Memorial Dr , 460,6 3,CA,3
2002,500 Memorial Dr , 342,6 2,CA,4
2002,500 Memorial Dr , 402,0,MD,1
2002,500 Memorial Dr , 509,8 B,NY,4
2002,500 Memorial Dr , 213,0,IL,1
2002,500 Memorial Dr , 451,0,MN,1
2002,500 Memorial Dr , 543,0,IL,1
2002,500 Memorial Dr , 551,0,CA,1
2002,500 Memorial Dr , 250,0,CT,1
2002,500 Memorial Dr , 424,18,NY,3
2002,500 Memorial Dr , 358,6 2,NY,3
2002,500 Memorial Dr , 506,6 2,MA,4
2002,500 Memorial Dr , 215,15,AL,2
2002,500 Memorial Dr , 204,0,NY,1
2002,500 Memorial Dr , 529,0,WA,1
2002,500 Memorial Dr , 435,6 1,VA,2
2002,500 Memorial Dr , 205,0,GA,1
2002,500 Memorial Dr , 203,0,PR,1
2002,500 Memorial Dr , 305,0,IL,1
2002,500 Memorial Dr , 333,3 B,NY,3
2002,500 Memorial Dr , 520,15,,3
2002,500 Memorial Dr , 405,0,CA,1
2002,500 Memorial Dr , 350,0,VA,1
2002,500 Memorial Dr , 438,0,MT,1
2002,500 Memorial Dr , 365,0,FL,1
2002,500 Memorial Dr , 550,0,MA,1
2002,500 Memorial Dr , 259,6 3,NY,2
2002,500 Memorial Dr , 207,0,CA,1
2002,500 Memorial Dr , 552,0,MA,1
2002,500 Memorial Dr , 205,0,CA,1
2002,500 Memorial Dr , 430,0,MD,1
2002,500 Memorial Dr , 414,6 2,TX,3
2002,500 Memorial Dr , 560,0,UT,1
2002,500 Memorial Dr , 534,6 3,MA,4
2002,500 Memorial Dr , 237,0,MA,1
2002,500 Memorial Dr , 305,0,NJ,1
2002,500 Memorial Dr , 309,0,AZ,1
2002,500 Memorial Dr , 406,6 3,DE,3
2002,500 Memorial Dr , 443,0,,1
2002,500 Memorial Dr , 530,0,TX,1
2002,500 Memorial Dr , 570,4,,2
2002,500 Memorial Dr , 316,15,CA,2
2002,500 Memorial Dr , 416,6 3,MA,3
2002,500 Memorial Dr , 209,0,ME,1
2002,500 Memorial Dr , 271,6 2,NY,3
2002,500 Memorial Dr , 270,7,NY,3
2002,500 Memorial Dr , 242,0,CA,1
2002,500 Memorial Dr , 402,0,MO,1
2002,500 Memorial Dr , 304,0,AZ,1
2002,500 Memorial Dr , 459,16 1,CA,2
2002,500 Memorial Dr , 464,2 A,CA,2
2002,500 Memorial Dr , 234,15,MD,3
2002,500 Memorial Dr , 340,6 2,IL,3
2002,500 Memorial Dr , 501,0,MA,1
2002,500 Memorial Dr , 313,0,CA,1
2002,500 Memorial Dr , 514,6 2,MD,2
2002,500 Memorial Dr , 503,0,MA,1
2002,500 Memorial Dr , 465,0,CA,1
2002,500 Memorial Dr , 503,0,MD,1
2002,500 Memorial Dr , 412,3 B,NY,4
2002,500 Memorial Dr , 250,0,,1
2002,500 Memorial Dr , 470,6 3,CA,4
2002,500 Memorial Dr , 232,2,IL,2
2002,500 Memorial Dr , 427,0,OH,1
2002,500 Memorial Dr , 418,6 2A,IL,3
2002,500 Memorial Dr , 243,0,NY,1
2002,500 Memorial Dr , 275,0,CA,1
2002,500 Memorial Dr , 525,5,CA,2
2002,500 Memorial Dr , 472,14,NJ,3
2002,500 Memorial Dr , 568,1 E,MT,3
2002,500 Memorial Dr , 251,0,CT,1
2002,500 Memorial Dr , 265,0,IL,1
2002,500 Memorial Dr , 429,0,VA,1
2002,500 Memorial Dr , 502,0,MD,1
2002,500 Memorial Dr , 466,4,MA,3
2002,500 Memorial Dr , 401,0,HI,1
2002,500 Memorial Dr , 521,0,MI,1
2002,500 Memorial Dr , 505,0,NC,1
2002,500 Memorial Dr , 452,0,VA,1
2002,500 Memorial Dr , 320,6 3,RI,4
2002,500 Memorial Dr , 220,2,CA,2
2002,500 Memorial Dr , 265,0,OH,1
2002,500 Memorial Dr , 364,6 2,NY,2
2002,500 Memorial Dr , 466,10,CA,3
2002,500 Memorial Dr , 437,0,,1
2002,500 Memorial Dr , 251,0,NY,1
2002,500 Memorial Dr , 231,17,TX,2
2002,500 Memorial Dr , 520,0,,1
2002,500 Memorial Dr , 564,0,CT,1
2002,500 Memorial Dr , 411,5,TX,4
2002,500 Memorial Dr , 362,2,FL,3
2002,500 Memorial Dr , 436,2 A,NY,2
2002,500 Memorial Dr , 559,0,WA,1
2002,500 Memorial Dr , 225,14,CA,2
2002,500 Memorial Dr , 223,10,CA,2
2002,500 Memorial Dr , 233,0,CA,1
2002,500 Memorial Dr , 208,6 3,MA,3
2002,500 Memorial Dr , 432,0,GA,1
2002,500 Memorial Dr , 310,6 3,CA,2
2002,500 Memorial Dr , 504,7,HI,3
2002,500 Memorial Dr , 318,6 2,,2
2002,500 Memorial Dr , 451,0,MA,1
2002,500 Memorial Dr , 563,0,FL,1
2002,500 Memorial Dr , 211,0,,1
2002,500 Memorial Dr , 344,10,FL,4
2002,500 Memorial Dr , 214,8,NM,2
2002,500 Memorial Dr , 216,7,CA,2
2002,500 Memorial Dr , 553,0,WI,1
2002,500 Memorial Dr , 420,6 2,,3
2002,500 Memorial Dr , 212,0,VA,1
2002,500 Memorial Dr , 550,0,RI,1
2002,500 Memorial Dr , 244,0,WI,1
2002,500 Memorial Dr , 440,16 1,CA,4
2002,500 Memorial Dr , 527,0,CA,1
2002,500 Memorial Dr , 321,4,VA,2
2002,500 Memorial Dr , 364,0,NY,1
2002,500 Memorial Dr , 353,0,NJ,1
2002,500 Memorial Dr , 450,0,IN,1
2002,500 Memorial Dr , 306,0,NY,1
2002,500 Memorial Dr , 329,0,MD,1
2002,500 Memorial Dr , 375,0,PA,1
2002,500 Memorial Dr , 562,0,MA,1
2002,500 Memorial Dr , 502,0,NJ,1
2002,500 Memorial Dr , 202,0,CA,1
2002,500 Memorial Dr , 551,0,CA,1
2002,500 Memorial Dr , 321,7,VA,2
2002,500 Memorial Dr , 360,2,FL,3
2002,500 Memorial Dr , 201,0,MA,1
2002,500 Memorial Dr , 531,0,TX,1
2002,500 Memorial Dr , 408,7,MA,4
2002,500 Memorial Dr , 527,0,ND,1
2002,500 Memorial Dr , 572,10,PA,3
2002,500 Memorial Dr , 542,14,,2
2002,500 Memorial Dr , 264,0,TX,1
2002,500 Memorial Dr , 566,6 2,MA,2
2002,500 Memorial Dr , 575,0,PA,1
2002,500 Memorial Dr , 227,0,CA,1
2002,500 Memorial Dr , 254,0,NY,1
2002,500 Memorial Dr , 505,0,NJ,1
2002,500 Memorial Dr , 405,0,MN,1
2002,500 Memorial Dr , 464,18,PA,2
2002,500 Memorial Dr , 519,6 2,IL,2
2002,500 Memorial Dr , 522,6 3,ME,4
2002,500 Memorial Dr , 346,15,VA,3
2002,500 Memorial Dr , 302,0,IL,1
2002,500 Memorial Dr , 210,0,VA,1
2002,500 Memorial Dr , 565,0,MA,1
2002,500 Memorial Dr , 533,0,NY,1
2002,500 Memorial Dr , 307,0,MD,1
2002,500 Memorial Dr , 532,0,,1
2002,500 Memorial Dr , 236,6 3,CA,2
2002,Baker House , 235,2,NC,4
2002,Baker House , 624,15,IL,3
2002,Baker House , 527,16 2,VA,4
2002,Baker House , 218,15,CA,2
2002,Baker House , 316,6 2,CA,2
2002,Baker House , 446,0,MN,1
2002,Baker House , 502,9,PA,2
2002,Baker House , 318,6 3,CA,2
2002,Baker House , 135,7,FL,3
2002,Baker House , 438,14,,4
2002,Baker House , 201,0,TX,1
2002,Baker House , 301,0,MA,1
2002,Baker House , 104,0,TX,1
2002,Baker House , 418,17,MA,2
2002,Baker House , 115,6 1,TX,2
2002,Baker House , 542,18,CA,3
2002,Baker House , 335,10,UT,4
2002,Baker House , 141,6 2,OR,3
2002,Baker House , 240,6 2,NY,3
2002,Baker House , 119,0,CA,1
2002,Baker House , 606,8,PA,2
2002,Baker House , 417,5,CA,2
2002,Baker House , 506,0,MN,1
2002,Baker House , 206,0,NE,1
2002,Baker House , 623,6 2,MA,4
2002,Baker House , 202,0,MD,1
2002,Baker House , 334,14,,3
2002,Baker House , 213,0,MA,1
2002,Baker House , 539,8,,4
2002,Baker House , 328,15,NJ,3
2002,Baker House , 211,0,NY,1
2002,Baker House , 211,0,PA,1
2002,Baker House , 102,0,TX,1
2002,Baker House , 331,2 A,CA,3
2002,Baker House , 532,6 2,CA,3
2002,Baker House , 632,10,NJ,3
2002,Baker House , 635,6 2,NY,4
2002,Baker House , 645,6 3,MA,2
2002,Baker House , 221,6 2,,3
2002,Baker House , 537,16 1,VA,4
2002,Baker House , 616,9,VA,4
2002,Baker House , 102,0,ME,1
2002,Baker House , 215,6 2,NJ,2
2002,Baker House , 231,15,NY,3
2002,Baker House , 421,6 2,NY,3
2002,Baker House , 546,0,,1
2002,Baker House , 611,0,NJ,1
2002,Baker House , 324,6 2A,MD,3
2002,Baker House , 131,15,CO,2
2002,Baker House , 616,1 C,OH,4
2002,Baker House , 519,7,MA,4
2002,Baker House , 215,2,MA,2
2002,Baker House , 530,6 2,TX,3
2002,Baker House , 615,6 2,CT,4
2002,Baker House , 511,0,MD,1
2002,Baker House , 225,8,IA,3
2002,Baker House , 513,0,FL,1
2002,Baker House , 338,7,NY,4
2002,Baker House , 136,14,NJ,3
2002,Baker House , 619,5,NJ,4
2002,Baker House , 411,0,GA,1
2002,Baker House , 511,0,CA,1
2002,Baker House , 337,9,NY,4
2002,Baker House , 505,18,NY,2
2002,Baker House , 534,6 2,NJ,3
2002,Baker House , 238,10,MD,4
2002,Baker House , 444,15,NJ,2
2002,Baker House , 332,5,NY,2
2002,Baker House , 205,0,WI,1
2002,Baker House , 246,0,MA,1
2002,Baker House , 446,0,FL,1
2002,Baker House , 229,6 2,MI,3
2002,Baker House , 201,0,MA,1
2002,Baker House , 118,0,NY,1
2002,Baker House , 117,15,CA,2
2002,Baker House , 617,1 C,NJ,4
2002,Baker House , 412,9,CA,2
2002,Baker House , 115,15,CA,2
2002,Baker House , 401,0,NY,1
2002,Baker House , 132,6 2,,3
2002,Baker House , 414,6 2,CA,2
2002,Baker House , 519,12,NJ,3
2002,Baker House , 521,16 1,FL,4
2002,Baker House , 406,0,TX,1
2002,Baker House , 241,7,NJ,4
2002,Baker House , 646,0,IL,1
2002,Baker House , 536,2 A,AL,4
2002,Baker House , 612,6 2,MA,3
2002,Baker House , 222,2,,3
2002,Baker House , 541,6 2,OH,4
2002,Baker House , 245,15,MI,3
2002,Baker House , 216,15,,2
2002,Baker House , 535,2,OH,4
2002,Baker House , 626,6 2,CA,4
2002,Baker House , 620,15,CT,2
2002,Baker House , 601,0,NJ,1
2002,Baker House , 523,8,,4
2002,Baker House , 520,6 2,NY,3
2002,Baker House , 546,0,MD,1
2002,Baker House , 445,15,NJ,4
2002,Baker House , 315,0,AS,1
2002,Baker House , 206,0,SC,1
2002,Baker House , 619,9,NY,4
2002,Baker House , 236,7,NY,4
2002,Baker House , 302,7,TN,2
2002,Baker House , 514,14,NY,2
2002,Baker House , 120,0,MD,1
2002,Baker House , 105,0,MN,1
2002,Baker House , 219,6 1,NY,2
2002,Baker House , 622,7,MA,4
2002,Baker House , 602,7,MI,2
2002,Baker House , 326,4,MA,3
2002,Baker House , 319,4,MA,2
2002,Baker House , 218,15,PA,2
2002,Baker House , 515,16 1,NY,2
2002,Baker House , 621,2 A,VA,4
2002,Baker House , 546,0,NJ,1
2002,Baker House , 237,7,MN,3
2002,Baker House , 627,2 B,CA,4
2002,Baker House , 543,7,CA,2
2002,Baker House , 611,0,MA,1
2002,Baker House , 640,6 1,NY,4
2002,Baker House , 343,18,FL,2
2002,Baker House , 103,0,MD,1
2002,Baker House , 137,14,MD,3
2002,Baker House , 217,1 C,WA,2
2002,Baker House , 232,10,MI,3
2002,Baker House , 643,1 E,UT,3
2002,Baker House , 118,0,MA,1
2002,Baker House , 420,10,VA,2
2002,Baker House , 230,6 3,TX,3
2002,Baker House , 233,18,NY,3
2002,Baker House , 306,0,FL,1
2002,Baker House , 320,7,MN,2
2002,Baker House , 442,0,NY,1
2002,Baker House , 546,0,IL,1
2002,Baker House , 642,7,NE,3
2002,Baker House , 246,0,CA,1
2002,Baker House , 219,6 2,PA,2
2002,Baker House , 217,15,WA,2
2002,Baker House , 440,8,WA,4
2002,Baker House , 618,6 3,NJ,4
2002,Baker House , 411,0,NJ,1
2002,Baker House , 134,15,NY,3
2002,Baker House , 346,0,NY,1
2002,Baker House , 422,15,FL,3
2002,Baker House , 405,2,OR,2
2002,Baker House , 313,10,TX,2
2002,Baker House , 439,18 C,CA,4
2002,Baker House , 517,2,AZ,3
2002,Baker House , 106,0,TX,1
2002,Baker House , 234,6 1,,3
2002,Baker House , 311,0,MI,1
2002,Baker House , 617,7,NY,4
2002,Baker House , 306,0,NY,1
2002,Baker House , 220,15,MA,2
2002,Baker House , 625,7,MA,4
2002,Baker House , 646,0,IL,1
2002,Baker House , 301,0,NY,1
2002,Baker House , 544,10,CA,2
2002,Baker House , 425,7,CA,4
2002,Baker House , 520,0,NJ,1
2002,Baker House , 639,5,NY,4
2002,Baker House , 223,6 2,IL,3
2002,Baker House , 345,6 1,OH,2
2002,Baker House , 401,0,MT,1
2002,Baker House , 614,2,MA,2
2002,Baker House , 413,18,NV,2
2002,Baker House , 545,15,CO,2
2002,Baker House , 205,6 3,MA,2
2002,Baker House , 316,6 2,NY,2
2002,Baker House , 119,0,MA,1
2002,Baker House , 505,16 1,NY,2
2002,Baker House , 605,2,OH,2
2002,Baker House , 116,0,TX,1
2002,Baker House , 105,0,TX,1
2002,Baker House , 216,15,PR,2
2002,Baker House , 401,0,CA,1
2002,Baker House , 406,0,NY,1
2002,Baker House , 220,9,NY,2
2002,Baker House , 517,6 2,AP,3
2002,Baker House , 342,6 2,MA,3
2002,Baker House , 629,16 1,PA,4
2002,Baker House , 540,18,NJ,4
2002,Baker House , 320,14,,2
2002,Baker House , 116,0,NC,1
2002,Baker House , 437,7,NY,4
2002,Baker House , 227,5,IL,3
2002,Baker House , 646,0,CO,1
2002,Baker House , 515,15,NY,2
2002,Baker House , 512,9,WA,2
2002,Baker House , 321,11,NY,3
2002,Baker House , 211,0,NY,1
2002,Baker House , 611,0,TX,1
2002,Baker House , 103,0,ME,1
2002,Baker House , 329,15,WA,3
2002,Baker House , 101,0,CA,1
2002,Baker House , 402,1 E,NY,2
2002,Baker House , 420,2,TX,2
2002,Baker House , 305,0,MA,1
2002,Baker House , 436,14,,4
2002,Baker House , 615,6 3,OH,4
2002,Baker House , 346,0,CT,1
2002,Baker House , 516,6 2,NJ,3
2002,Baker House , 336,9,UT,4
2002,Baker House , 630,18,,3
2002,Baker House , 406,0,CT,1
2002,Baker House , 346,0,MA,1
2002,Baker House , 415,6 2,MA,2
2002,Baker House , 117,7,WA,2
2002,Baker House , 138,15,MA,2
2002,Baker House , 518,12,IA,4
2002,Baker House , 638,2,CA,4
2002,Baker House , 340,9,MA,4
2002,Baker House , 434,8 B,NY,3
2002,Baker House , 646,0,NY,1
2002,Baker House , 634,2,CA,3
2002,Baker House , 526,15,NY,4
2002,Baker House , 432,8 A,MA,3
2002,Baker House , 314,9,MD,2
2002,Baker House , 435,7,TX,4
2002,Baker House , 333,18 C,NY,3
2002,Baker House , 317,6 2,IN,2
2002,Baker House , 323,6 1A,CT,3
2002,Baker House , 511,0,OH,1
2002,Baker House , 418,1 E,WA,2
2002,Baker House , 405,2,PR,2
2002,Baker House , 411,0,,1
2002,Baker House , 346,0,NY,1
2002,Baker House , 311,0,CA,1
2002,Baker House , 637,6 3,,4
2002,Baker House , 427,6 3,CA,4
2002,Baker House , 130,8,,3
2002,Baker House , 501,0,TX,1
2002,Baker House , 446,0,VA,1
2002,Baker House , 628,6 2A,MD,4
2002,Baker House , 301,0,CA,1
2002,Baker House , 226,6 1,NY,3
2002,Baker House , 228,6 3,TX,3
2002,Baker House , 443,15,CA,2
2002,Baker House , 311,0,PA,1
2002,Baker House , 202,0,RI,1
2002,Baker House , 120,0,NC,1
2002,Baker House , 212,0,TX,1
2002,Baker House , 516,6 2,MA,3
2002,Baker House , 106,0,CA,1
2002,Baker House , 641,3,,4
2002,Baker House , 518,6 2,CA,4
2002,Baker House , 305,10,PA,2
2002,Baker House , 104,0,CA,1
2002,Baker House , 416,5,NY,3
2002,Baker House , 430,6 3,NY,3
2002,Baker House , 601,0,IL,1
2002,Baker House , 606,6 3,NY,2
2002,Baker House , 633,6 3,PA,3
2002,Baker House , 506,0,CT,1
2002,Baker House , 139,7,CA,3
2002,Baker House , 339,7,MA,4
2002,Baker House , 243,0,NJ,1
2002,Baker House , 613,7,WI,2
2002,Baker House , 538,1 E,WA,4
2002,Baker House , 317,6 3,OR,2
2002,Baker House , 525,6 2,NM,4
2002,Baker House , 140,15,CA,3
2002,Baker House , 419,18,MA,2
2002,Baker House , 330,6 2A,PA,3
2002,Baker House , 522,6 1,NC,4
2002,Baker House , 419,0,CA,1
2002,Baker House , 224,14,NY,3
2002,Baker House , 306,0,WA,1
2002,Baker House , 302,3,NY,2
2002,Baker House , 446,0,MI,1
2002,Baker House , 618,7,NJ,4
2002,Baker House , 424,10,FL,4
2002,Baker House , 426,15,CA,4
2002,Baker House , 417,6 1,CA,2
2002,Baker House , 529,7,MO,4
2002,Baker House , 501,0,MA,1
2002,Baker House , 318,6 3,NJ,2
2002,Baker House , 101,0,CA,1
2002,Baker House , 433,1 E,CA,3
2002,Baker House , 101,0,NY,1
2002,Baker House , 311,0,MD,1
2002,Baker House , 415,9,NJ,2
2002,Baker House , 441,7,TX,4
2002,Baker House , 601,0,CA,1
2002,Baker House , 428,15,NJ,3
2002,Baker House , 246,0,MA,1
2002,Baker House , 511,0,MI,1
2002,Baker House , 501,0,MI,1
2002,Baker House , 502,2,MA,2
2002,Baker House , 319,6 2,TX,2
2002,Baker House , 605,0,CA,1
2002,Baker House , 620,18 C,FL,3
2002,Baker House , 201,0,MA,1
2002,Baker House , 121,4,WI,4
2002,Baker House , 214,0,AZ,1
2002,Baker House , 133,3 B,WA,3
2002,Baker House , 636,16 1,NY,4
2002,Baker House , 602,6 2,ME,2
2002,Baker House , 246,0,ME,1
2002,Baker House , 524,2,CA,4
2002,Baker House , 611,0,FL,1
2002,Baker House , 325,6 2,MN,3
2002,Baker House , 315,3,TX,2
2002,Baker House , 312,0,NY,1
2002,Baker House , 206,0,MA,1
2002,Baker House , 506,0,TX,1
2002,Baker House , 242,15,MA,2
2002,Baker House , 211,0,NJ,1
2002,Burton Conner , 332A,2,NH,3
2002,Burton Conner , 354D,0,NY,1
2002,Burton Conner , 311C,6 2,FL,4
2002,Burton Conner , 511A,6 2A,CA,3
2002,Burton Conner , 231C,22,SD,2
2002,Burton Conner , 223C,0,NJ,1
2002,Burton Conner , 333D,6 2,NY,4
2002,Burton Conner , 241D,7,NJ,3
2002,Burton Conner , 551B,8,FL,2
2002,Burton Conner , 312C,0,CA,1
2002,Burton Conner , 141A,7,MA,2
2002,Burton Conner , 254F,0,NJ,1
2002,Burton Conner , 524A,0,WV,1
2002,Burton Conner , 141G,7,AZ,4
2002,Burton Conner , 413A,0,MI,1
2002,Burton Conner , 152A,4,NJ,3
2002,Burton Conner , 323H,0,TX,1
2002,Burton Conner , 333B,8,TX,3
2002,Burton Conner , 412B,2,,4
2002,Burton Conner , 411C,7,TX,3
